NACE_CODE_1;NACE_CODE_2;NACE-Level;NACE Category Name;DIT Main Category;DIT Sub Category;DIT.ID.x
J60;J60;2;Programming and broadcasting activities;Leisure & Entertainment;Television, Film & Music Production;2102
J601;J60.1;3;Radio broadcasting;Leisure & Entertainment;Television, Film & Music Production;2102
J6010;J60.10;4;Radio broadcasting;Leisure & Entertainment;Television, Film & Music Production;2102
J602;J60.2;3;Television programming and broadcasting activities;Leisure & Entertainment;Television, Film & Music Production;2102
J6020;J60.20;4;Television programming and broadcasting activities;Leisure & Entertainment;Television, Film & Music Production;2102
J59;J59;2;Motion picture, video and television programme production, sound recording and music publishing activities;Leisure & Entertainment ;Television, Film & Music Production;2102
R931;R93.1;3;Sports activities;Leisure & Entertainment;Sport;2103
R9311;R93.11;4;Operation of sports facilities;Leisure & Entertainment;Sport;2103
R9312;R93.12;4;Activities of sport clubs;Leisure & Entertainment;Sport;2103
R9313;R93.13;4;Fitness facilities;Leisure & Entertainment;Sport;2103
R9319;R93.19;4;Other sports activities;Leisure & Entertainment;Sport;2103
R92;R92;2;Gambling and betting activities;Leisure & Entertainment;Gambling & Betting;2104
R920;R92.0;3;Gambling and betting activities;Leisure & Entertainment;Gambling & Betting;2104
R9200;R92.00;4;Gambling and betting activities;Leisure & Entertainment;Gambling & Betting;2104
No Nace;No Nace;No Nace;No Nace;Personal Services;Residential Cleaning;2105
N772;N77.2;3;Renting and leasing of personal and household goods;Leisure & Entertainment;Other (Leisure & Entertainment);2199
N7721;N77.21;4;Renting and leasing of recreational and sports goods;Leisure & Entertainment;Other (Leisure & Entertainment);2199
N7722;N77.22;4;Renting of video tapes and disks;Leisure & Entertainment;Other (Leisure & Entertainment);2199
R932;R93.2;3;Amusement and recreation activities;Leisure & Entertainment;Other (Leisure & Entertainment);2199
R9321;R93.21;4;Activities of amusement parks and theme parks;Leisure & Entertainment;Other (Leisure & Entertainment);2199
R9329;R93.29;4;Other amusement and recreation activities;Leisure & Entertainment;Other (Leisure & Entertainment);2199
S9604;S96.04;4;Physical well-being activities;Leisure & Entertainment;Other (Leisure & Entertainment);2199
C2042;C20.42;4;Manufacture of perfumes and toilet preparations;Beauty and Perfume;Beauty and Perfume;2201
C2053;C20.53;4;Manufacture of essential oils;Beauty and Perfume;Beauty and Perfume;2201
G4645;G46.45;4;Wholesale of perfume and cosmetics;Beauty and Perfume;Beauty and Perfume;2201
G4775;G47.75;4;Retail sale of cosmetic and toilet articles in specialised stores;Beauty and Perfume;Beauty and Perfume;2201
S9602;S96.02;4;Hairdressing and other beauty treatment;Beauty and Perfume;Beauty and Perfume;2201
J61;J61;2;Telecommunications;IT;IT;2301
J611;J61.1;3;Wired telecommunications activities;IT;IT;2301
J6110;J61.10;4;Wired telecommunications activities;IT;IT;2301
J612;J61.2;3;Wireless telecommunications activities;IT;IT;2301
J6120;J61.20;4;Wireless telecommunications activities;IT;IT;2301
J613;J61.3;3;Satellite telecommunications activities;IT;IT;2301
J6130;J61.30;4;Satellite telecommunications activities;IT;IT;2301
J619;J61.9;3;Other telecommunications activities;IT;IT;2301
J6190;J61.90;4;Other telecommunications activities;IT;IT;2301
J62;J62;2;Computer programming, consultancy and related activities;IT;IT;2301
J620;J62.0;3;Computer programming, consultancy and related activities;IT;IT;2301
J6201;J62.01;4;Computer programming activities;IT;IT;2301
J6202;J62.02;4;Computer consultancy activities;IT;IT;2301
J6203;J62.03;4;Computer facilities management activities;IT;IT;2301
J6209;J62.09;4;Other information technology and computer service activities;IT;IT;2301
J63;J63;2;Information service activities;IT;IT;2301
J631;J63.1;3;"Data processing, hosting and related activities; web portals";IT;IT;2301
J6311;J63.11;4;Data processing, hosting and related activities;IT;IT;2301
J6312;J63.12;4;Web portals;IT;IT;2301
J639;J63.9;3;Other information service activities;IT;IT;2301
J6391;J63.91;4;News agency activities;IT;IT;2301
J6399;J63.99;4;Other information service activities n.e.c.;IT;IT;2301
K;K;1;Financial and insurance activities;Financial Services and Insurance;;2400
K64;K64;2;Financial service activities, except insurance and pension funding;Financial Services and Insurance;Financial Service;2401
K641;K64.1;3;Monetary intermediation;Financial Services and Insurance;Financial Service;2401
K6411;K64.11;4;Central banking;Financial Services and Insurance;Financial Service;2401
K6419;K64.19;4;Other monetary intermediation;Financial Services and Insurance;Financial Service;2401
K642;K64.2;3;Activities of holding companies;Financial Services and Insurance;Financial Service;2401
K6420;K64.20;4;Activities of holding companies;Financial Services and Insurance;Financial Service;2401
K643;K64.3;3;Trusts, funds and similar financial entities;Financial Services and Insurance;Financial Service;2401
K6430;K64.30;4;Trusts, funds and similar financial entities;Financial Services and Insurance;Financial Service;2401
K649;K64.9;3;Other financial service activities, except insurance and pension funding;Financial Services and Insurance;Financial Service;2401
K6491;K64.91;4;Financial leasing;Financial Services and Insurance;Financial Service;2401
K6492;K64.92;4;Other credit granting;Financial Services and Insurance;Financial Service;2401
K6499;K64.99;4;Other financial service activities, except insurance and pension funding n.e.c.;Financial Services and Insurance;Financial Service;2401
K66;K66;2;Activities auxiliary to financial services and insurance activities;Financial Services and Insurance;Financial Service;2401
K661;K66.1;3;Activities auxiliary to financial services, except insurance and pension funding;Financial Services and Insurance;Financial Service;2401
K6611;K66.11;4;Administration of financial markets;Financial Services and Insurance;Financial Service;2401
K6612;K66.12;4;Security and commodity contracts brokerage;Financial Services and Insurance;Financial Service;2401
K6619;K66.19;4;Other activities auxiliary to financial services, except insurance and pension funding;Financial Services and Insurance;Financial Service;2401
K662;K66.2;3;Activities auxiliary to insurance and pension funding;Financial Services and Insurance;Financial Service;2401
K6621;K66.21;4;Risk and damage evaluation;Financial Services and Insurance;Financial Service;2401
K6622;K66.22;4;Activities of insurance agents and brokers;Financial Services and Insurance;Financial Service;2401
K6629;K66.29;4;Other activities auxiliary to insurance and pension funding;Financial Services and Insurance;Financial Service;2401
K663;K66.3;3;Fund management activities;Financial Services and Insurance;Financial Service;2401
K6630;K66.30;4;Fund management activities;Financial Services and Insurance;Financial Service;2401
N8291;N82.91;4;Activities of collection agencies and credit bureaus;Financial Services and Insurance;Financial Service;2401
K65;K65;2;Insurance, reinsurance and pension funding, except compulsory social security;Financial Services and Insurance;Insurance and Pension Funding;2402
K651;K65.1;3;Insurance;Financial Services and Insurance;Insurance and Pension Funding;2402
K6511;K65.11;4;Life insurance;Financial Services and Insurance;Insurance and Pension Funding;2402
K6512;K65.12;4;Non-life insurance;Financial Services and Insurance;Insurance and Pension Funding;2402
K652;K65.2;3;Reinsurance;Financial Services and Insurance;Insurance and Pension Funding;2402
K6520;K65.20;4;Reinsurance;Financial Services and Insurance;Insurance and Pension Funding;2402
K653;K65.3;3;Pension funding;Financial Services and Insurance;Insurance and Pension Funding;2402
K6530;K65.30;4;Pension funding;Financial Services and Insurance;Insurance and Pension Funding;2402
M692;M69.2;3;"Accounting, bookkeeping and auditing activities; tax consultancy";Financial Services and Insurance;Accounting Services;2403
M6920;M69.20;4;"Accounting, bookkeeping and auditing activities; tax consultancy";Financial Services and Insurance;Accounting Services;2403
No Nace;No Nace;No Nace;No Nace;Personal Services;Pet Services;2499
L;L;1;Real estate activities;Real Estate;;2500
L68;L68;2;Real estate activities;Real Estate;Real Estate;2501
L681;L68.1;3;Buying and selling of own real estate;Real Estate;Real Estate;2501
L6810;L68.10;4;Buying and selling of own real estate;Real Estate;Real Estate;2501
L682;L68.2;3;Renting and operating of own or leased real estate;Real Estate;Real Estate;2501
L6820;L68.20;4;Renting and operating of own or leased real estate;Real Estate;Real Estate;2501
L683;L68.3;3;Real estate activities on a fee or contract basis;Real Estate;Real Estate;2501
L6831;L68.31;4;Real estate agencies;Real Estate;Real Estate;2501
L6832;L68.32;4;Management of real estate on a fee or contract basis;Real Estate;Real Estate;2501
M743;M74.3;3;Translation and interpretation activities;Project Management, Marketing and Admin;Office Admin and Support ;2601
M7430;M74.30;4;Translation and interpretation activities;Project Management, Marketing and Admin;Office Admin and Support ;2601
N821;N82.1;3;Office administrative and support activities;Project Management, Marketing and Admin;Office Admin and Support ;2601
N8211;N82.11;4;Combined office administrative service activities;Project Management, Marketing and Admin;Office Admin and Support ;2601
N8219;N82.19;4;Photocopying, document preparation and other specialised office support activities;Project Management, Marketing and Admin;Office Admin and Support ;2601
N822;N82.2;3;Activities of call centres;Project Management, Marketing and Admin;Office Admin and Support ;2601
N8220;N82.20;4;Activities of call centres;Project Management, Marketing and Admin;Office Admin and Support ;2601
N823;N82.3;3;Organisation of conventions and trade shows;Project Management, Marketing and Admin;Office Admin and Support ;2601
N8230;N82.30;4;Organisation of conventions and trade shows;Project Management, Marketing and Admin;Office Admin and Support ;2601
N8299;N82.99;4;Other business support service activities n.e.c.;Project Management, Marketing and Admin;Office Admin and Support ;2601
M7021;M70.21;4;Public relations and communication activities;Project Management, Marketing and Admin;Advertising, Market Research and PR;2602
M73;M73;2;Advertising and market research;Project Management, Marketing and Admin;Advertising, Market Research and PR;2602
M731;M73.1;3;Advertising;Project Management, Marketing and Admin;Advertising, Market Research and PR;2602
M7311;M73.11;4;Advertising agencies;Project Management, Marketing and Admin;Advertising, Market Research and PR;2602
M7312;M73.12;4;Media representation;Project Management, Marketing and Admin;Advertising, Market Research and PR;2602
M732;M73.2;3;Market research and public opinion polling;Project Management, Marketing and Admin;Advertising, Market Research and PR;2602
M7320;M73.20;4;Market research and public opinion polling;Project Management, Marketing and Admin;Advertising, Market Research and PR;2602
M7022;M70.22;4;Business and other management consultancy activities;Project Management, Marketing and Admin;Management Consulting;2603
M701;M70.1;3;Activities of head offices;Project Management, Marketing and Admin;Holding Companies;2604
M7010;M70.10;4;Activities of head offices;Project Management, Marketing and Admin;Holding Companies;2604
No Nace;No Nace;No Nace;No Nace;Project Management, Marketing and Admin;Other (Project Management, Marketing and Admin);2699
O8413;O84.13;4;Regulation of and contribution to more efficient operation of businesses;Project Management, Marketing and Admin;Other (Project Management, Marketing and Admin);2699
N78;N78;2;Employment activities;Employment, Recruitment, HR;Employment and Human Resources;2701
N781;N78.1;3;Activities of employment placement agencies;Employment, Recruitment, HR;Employment and Human Resources;2701
N7810;N78.10;4;Activities of employment placement agencies;Employment, Recruitment, HR;Employment and Human Resources;2701
N782;N78.2;3;Temporary employment agency activities;Employment, Recruitment, HR;Employment and Human Resources;2701
N7820;N78.20;4;Temporary employment agency activities;Employment, Recruitment, HR;Employment and Human Resources;2701
N783;N78.3;3;Other human resources provision;Employment, Recruitment, HR;Employment and Human Resources;2701
N7830;N78.30;4;Other human resources provision;Employment, Recruitment, HR;Employment and Human Resources;2701
C3311;C33.11;4;Repair of fabricated metal products;Science and Engineering;Engineers;2801
C3312;C33.12;4;Repair of machinery;Science and Engineering;Engineers;2801
C3313;C33.13;4;Repair of electronic and optical equipment;Science and Engineering;Engineers;2801
C3314;C33.14;4;Repair of electrical equipment;Science and Engineering;Engineers;2801
C3319;C33.19;4;Repair of other equipment;Science and Engineering;Engineers;2801
C332;C33.2;3;Installation of industrial machinery and equipment;Science and Engineering;Engineers;2801
C3320;C33.20;4;Installation of industrial machinery and equipment;Science and Engineering;Engineers;2801
M7112;M71.12;4;Engineering activities and related technical consultancy;Science and Engineering;Engineers;2801
M712;M71.2;3;Technical testing and analysis;Science and Engineering;Engineers;2801
M7120;M71.20;4;Technical testing and analysis;Science and Engineering;Engineers;2801
M72;M72;2;Scientific research and development;Science and Engineering;Engineers;2801
M721;M72.1;3;Research and experimental development on natural sciences and engineering;Science and Engineering;Engineers;2801
M7211;M72.11;4;Research and experimental development on biotechnology;Science and Engineering;Engineers;2801
M7219;M72.19;4;Other research and experimental development on natural sciences and engineering;Science and Engineering;Engineers;2801
M722;M72.2;3;Research and experimental development on social sciences and humanities;Science and Engineering;Engineers;2801
M7220;M72.20;4;Research and experimental development on social sciences and humanities;Science and Engineering;Engineers;2801
M749;M74.9;3;Other professional, scientific and technical activities n.e.c.;Science and Engineering;Scientific Activities;2802
M7490;M74.90;4;Other professional, scientific and technical activities n.e.c.;Science and Engineering;Scientific Activities;2802
No Nace;No Nace;No Nace;No Nace;Restaurants, Bars, Cafes, Catering;Other (Restaurants, Bars, Cafes, Catering);2899
M691;M69.1;3;Legal activities;Legal, Public Order, Security;Legal Services;2901
M6910;M69.10;4;Legal activities;Legal, Public Order, Security;Legal Services;2901
N774;N77.4;3;Leasing of intellectual property and similar products, except copyrighted works;Legal, Public Order, Security;Legal Services;2901
N7740;N77.40;4;Leasing of intellectual property and similar products, except copyrighted works;Legal, Public Order, Security;Legal Services;2901
N80;N80;2;Security and investigation activities;Legal, Public Order, Security;Security;2902
N801;N80.1;3;Private security activities;Legal, Public Order, Security;Security;2902
N8010;N80.10;4;Private security activities;Legal, Public Order, Security;Security;2902
N802;N80.2;3;Security systems service activities;Legal, Public Order, Security;Security;2902
N8020;N80.20;4;Security systems service activities;Legal, Public Order, Security;Security;2902
N803;N80.3;3;Investigation activities;Legal, Public Order, Security;Security;2902
N8030;N80.30;4;Investigation activities;Legal, Public Order, Security;Security;2902
O842;O84.2;3;Provision of services to the community as a whole;Legal, Public Order, Security;Defence, Public Order and Safety;2903
O8421;O84.21;4;Foreign affairs;Legal, Public Order, Security;Defence, Public Order and Safety;2903
O8422;O84.22;4;Defence activities;Legal, Public Order, Security;Defence, Public Order and Safety;2903
O8423;O84.23;4;Justice and judicial activities;Legal, Public Order, Security;Defence, Public Order and Safety;2903
O8424;O84.24;4;Public order and safety activities;Legal, Public Order, Security;Defence, Public Order and Safety;2903
O8425;O84.25;4;Fire service activities;Legal, Public Order, Security;Defence, Public Order and Safety;2903
No Nace;No Nace;No Nace;No Nace;Science and Engineering;Other (Science and Engineering);2999
C3291;C32.91;4;Manufacture of brooms and brushes;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N81;N81;2;Services to buildings and landscape activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N811;N81.1;3;Combined facilities support activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N8110;N81.10;4;Combined facilities support activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N812;N81.2;3;Cleaning activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N8121;N81.21;4;General cleaning of buildings;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N8122;N81.22;4;Other building and industrial cleaning activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N8129;N81.29;4;Other cleaning activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N813;N81.3;3;Landscape service activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
N8130;N81.30;4;Landscape service activities;Cleaning and Facility Management Services;Cleaning, Landscaping and Building Maintenance;3001
No Nace;No Nace;No Nace;No Nace;Tourism and Accommodation;Other (Tourism and Accommodation);3099
P;P;1;Education;Education;;3100
P851;P85.1;3;Pre-primary education;Education;Pre-School & Childcare;3101
P8510;P85.10;4;Pre-primary education;Education;Pre-School & Childcare;3101
Q8891;Q88.91;4;Child day-care activities;Education;Pre-School & Childcare;3101
P852;P85.2;3;Primary education;Education;Schools, Colleges & Universities;3102
P8520;P85.20;4;Primary education;Education;Schools, Colleges & Universities;3102
P853;P85.3;3;Secondary education;Education;Schools, Colleges & Universities;3102
P8531;P85.31;4;General secondary education;Education;Schools, Colleges & Universities;3102
P8532;P85.32;4;Technical and vocational secondary education;Education;Schools, Colleges & Universities;3102
P854;P85.4;3;Higher education;Education;Schools, Colleges & Universities;3102
P8541;P85.41;4;Post-secondary non;Education;Schools, Colleges & Universities;3102
P8542;P85.42;4;Tertiary education;Education;Schools, Colleges & Universities;3102
P855;P85.5;3;Other education;Education;Other (Education);3199
P8551;P85.51;4;Sports and recreation education;Education;Other (Education);3199
P8552;P85.52;4;Cultural education;Education;Other (Education);3199
P8553;P85.53;4;Driving school activities;Education;Other (Education);3199
P8559;P85.59;4;Other education n.e.c.;Education;Other (Education);3199
P856;P85.6;3;Educational support activities;Education;Other (Education);3199
P8560;P85.60;4;Educational support activities;Education;Other (Education);3199
Q8621;Q86.21;4;General medical practice activities;Healthcare;Medical Practices;3201
Q8622;Q86.22;4;Specialist medical practice activities;Healthcare;Medical Practices;3201
Q8623;Q86.23;4;Dental practice activities;Healthcare;Dentists;3202
M75;M75;2;Veterinary activities;Healthcare;Vets;3203
M750;M75.0;3;Veterinary activities;Healthcare;Vets;3203
M7500;M75.00;4;Veterinary activities;Healthcare;Vets;3203
Q87;Q87;2;Residential care activities;Healthcare;Residential Care;3204
Q871;Q87.1;3;Residential nursing care activities;Healthcare;Residential Care;3204
Q8710;Q87.10;4;Residential nursing care activities;Healthcare;Residential Care;3204
Q872;Q87.2;3;Residential care activities for mental retardation, mental health and substance abuse;Healthcare;Residential Care;3204
Q8720;Q87.20;4;Residential care activities for mental retardation, mental health and substance abuse;Healthcare;Residential Care;3204
Q873;Q87.3;3;Residential care activities for the elderly and disabled;Healthcare;Residential Care;3204
Q8730;Q87.30;4;Residential care activities for the elderly and disabled;Healthcare;Residential Care;3204
Q879;Q87.9;3;Other residential care activities;Healthcare;Residential Care;3204
Q8790;Q87.90;4;Other residential care activities;Healthcare;Residential Care;3204
Q861;Q86.1;3;Hospital activities;Healthcare;Other (Healthcare);3299
Q8610;Q86.10;4;Hospital activities;Healthcare;Other (Healthcare);3299
Q869;Q86.9;3;Other human health activities;Healthcare;Other (Healthcare);3299
Q8690;Q86.90;4;Other human health activities;Healthcare;Other (Healthcare);3299
Q881;Q88.1;3;Social work activities without accommodation for the elderly and disabled;Healthcare;Other (Healthcare);3299
Q8810;Q88.10;4;Social work activities without accommodation for the elderly and disabled;Healthcare;Other (Healthcare);3299
Q8899;Q88.99;4;Other social work activities without accommodation n.e.c.;Healthcare;Other (Healthcare);3299
O8411;O84.11;4;General public administration activities;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
O8412;O84.12;4;Regulation of the activities of providing health care, education, cultural services and other socia  Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
O843;O84.3;3;Compulsory social security activities;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
O8430;O84.30;4;Compulsory social security activities;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
U;U;1;Activities of extraterritorial organisations and bodies;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
U99;U99;2;Activities of extraterritorial organisations and bodies;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
U990;U99.0;3;Activities of extraterritorial organisations and bodies;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
U9900;U99.00;4;Activities of extraterritorial organisations and bodies;Community Groups, Social, Political and Religious;Governmental Administration and Regulation;3301
S9491;S94.91;4;Activities of religious organisations;Community Groups, Social, Political and Religious;Religious Organisations;3302
S94;S94;2;Activities of membership organisations;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S941;S94.1;3;Activities of business, employers and professional membership organisations;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S9411;S94.11;4;Activities of business and employers membership organisations;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S9412;S94.12;4;Activities of professional membership organisations;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S942;S94.2;3;Activities of trade unions;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S9420;S94.20;4;Activities of trade unions;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S949;S94.9;3;Activities of other membership organisations;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S9492;S94.92;4;Activities of political organisations;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S9499;S94.99;4;Activities of other membership organisations n.e.c.;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
S9603;S96.03;4;Funeral and related activities;Community Groups, Social, Political and Religious;Other (Community Groups, Social, Political and Religious);3399
No Nace;No Nace;No Nace;No Nace;Trade;Other (Trade);3401
No Nace;No Nace;No Nace;No Nace;Transportation;Other (Transportation);3402
S9609;S96.09;4;Other personal service activities n.e.c.;Personal Services;Other (Personal Services);3499
T;T;1;"Activities of households as employers; undifferentiated goods - and services ";Personal Services;Other (Personal Services);3499
T97;T97;2;Activities of households as employers of domestic personnel;Personal Services;Other (Personal Services);3499
T970;T97.0;3;Activities of households as employers of domestic personnel;Personal Services;Other (Personal Services);3499
T9700;T97.00;4;Activities of households as employers of domestic personnel;Personal Services;Other (Personal Services);3499
T98;T98;2;Undifferentiated goods- and services;Personal Services;Other (Personal Services);3499
T981;T98.1;3;Undifferentiated goods-producing activities of private households for own use;Personal Services;Other (Personal Services);3499
T9810;T98.10;4;Undifferentiated goods-producing activities of private households for own use;Personal Services;Other (Personal Services);3499
T982;T98.2;3;Undifferentiated service-producing activities of private households for own use;Personal Services;Other (Personal Services);3499
T9820;T98.20;4;Undifferentiated service-producing activities of private households for own use;Personal Services;Other (Personal Services);3499
G45;G45;2;Wholesale and retail trade and repair of motor vehicles and motorcycles;Automotive;Mixed;
F43;F43;2;Specialised construction activities;Construction;Mixed;
F432;F43.2;3;Electrical, plumbing and other construction installation activities;Construction;Mixed;
F433;F43.3;3;Building completion and finishing;Construction;Mixed;
F439;F43.9;3;Other specialised construction activities;Construction;Mixed;
P85;P85;2;Education;Education;Mixed;
D35;D35;2;Electricity, gas, steam and air conditioning supply;Energy and Utility Suppliers;Mixed;
Q86;Q86;2;Human health activities;Healthcare;Mixed;
Q862;Q86.2;3;Medical and dental practice activities;Healthcare;Mixed;
R93;R93;2;Sports activities and amusement and recreation activities;Leisure & Entertainment;Mixed;
C329;C32.9;3;Manufacturing n.e.c.;Mixed;Cleaning, Landscaping and Building Maintenance;
Q88;Q88;2;Social work activities without accommodation;Mixed;Healthcare other/misc.;
Q889;Q88.9;3;Other social work activities without accommodation;Mixed;Healthcare other/misc.;
C20;C20;2;Manufacture of chemicals and chemical products;Mixed;Manufacturing of Chemicals;
C201;C20.1;3;Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms;Mixed;Manufacturing of Chemicals;
C204;C20.4;3;Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations;Mixed;Manufacturing of Chemicals;
C27;C27;2;Manufacture of electrical equipment;Mixed;"Manufacturing of Computer, Electronic and Optical products
";
C271;C27.1;3;Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus;Mixed;"Manufacturing of Computer, Electronic and Optical products
";
C162;C16.2;3;Manufacture of products of wood, cork, straw and plaiting materials;Mixed;Manufacturing of Construction products;
C28;C28;2;Manufacture of machinery and equipment n.e.c.;Mixed;Manufacturing of Machinery and Equipment;
C289;C28.9;3;Manufacture of other special-purpose machinery;Mixed;Manufacturing of Machinery and Equipment;
C33;C33;2;Repair and installation of machinery and equipment;Mixed;Manufacturing of Machinery and Equipment;
C331;C33.1;3;Repair of fabricated metal products, machinery and equipment;Mixed;Manufacturing of Machinery and Equipment;
C25;C25;2;Manufacture of fabricated metal products, except machinery and equipment;Mixed;Manufacturing of Metal Products;
C252;C25.2;3;Manufacture of tanks, reservoirs and containers of metal;Mixed;Manufacturing of Metal Products;
C17;C17;2;Manufacture of paper and paper products;Mixed;Manufacturing of Wood and Paper Products;
C172;C17.2;3;Manufacture of articles of paper and paperboard;Mixed;Manufacturing of Wood and Paper Products;
C16;C16;2;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";Mixed;Mixed;
C205;C20.5;3;Manufacture of other chemical products;Mixed;Mixed;
C32;C32;2;Other manufacturing;Mixed;Mixed;
G46;G46;2;Wholesale trade, except of motor vehicles and motorcycles;Mixed;Mixed;
G464;G46.4;3;Wholesale of household goods;Mixed;Mixed;
G47;G47;2;Retail trade, except of motor vehicles and motorcycles;Mixed;Mixed;
G477;G47.7;3;Retail sale of other goods in specialised stores;Mixed;Mixed;
M69;M69;2;Legal and accounting activities;Mixed;Mixed;
M71;M71;2;"Architectural and engineering activities; technical testing and analysis";Mixed;Mixed;
M711;M71.1;3;Architectural and engineering activities and related technical consultancy;Mixed;Mixed;
M74;M74;2;Other professional, scientific and technical activities;Mixed;Mixed;
N77;N77;2;Rental and leasing activities;Mixed;Mixed;
N773;N77.3;3;Renting and leasing of other machinery, equipment and tangible goods;Mixed;Mixed;
O84;O84;2;"Public administration and defence; compulsory social security";Mixed;Mixed;
O841;O84.1;3;Administration of the State and the economic and social policy of the community;Mixed;Mixed;
N82;N82;2;Office administrative, office support and other business support activities;Mixed;Office Admin and Support ;
N829;N82.9;3;Business support service activities n.e.c.;Mixed;Office Admin and Support ;
G467;G46.7;3;Other specialised wholesale;Mixed;Sale of Industrial Products;
C;C;1;Manufacturing;Mixed;;
G;G;1;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Mixed;;
I;I;1;Accommodation and food service activities;Mixed;;
J;J;1;Information and communication;Mixed;;
M;M;1;Professional, scientific and technical activities;Mixed;;
N;N;1;Administrative and support service activities;Mixed;;
O;O;1;"Public administration and defence; compulsory social security";Mixed;;
Q;Q;1;Human health and social work activities;Mixed;;
S;S;1;Other services activities;Mixed;;
S96;S96;2;Other personal service activities;Mixed   ;Mixed;
S960;S96.0;3;Other personal service activities;Mixed   ;Mixed;
M70;M70;2;"Activities of head offices; management consultancy activities";Project Management, Marketing and Admin;Mixed;
M702;M70.2;3;Management consultancy activities;Project Management, Marketing and Admin;Mixed;
I56;I56;2;Food and beverage service activities;Restaurants, Bars, Cafes, Catering;Mixed;
I562;I56.2;3;Event catering and other food service activities;Restaurants, Bars, Cafes, Catering;Mixed;
I55;I55;2;Accommodation;Tourism and Accommodation;Mixed;
G471;G47.1;3;Retail sale in non-specialised stores;Trade;Mixed;
G478;G47.8;3;Retail sale via stalls and markets;Trade;Mixed;
G461;G46.1;3;Wholesale on a fee or contract basis;Trade;Mixed ;
H49;H49;2;Land transport and transport via pipelines;Transportation;Mixed;
H50;H50;2;Water transport;Transportation;Mixed;
H51;H51;2;Air transport;Transportation;Mixed;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
